date,start_date,end_date,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,Disaster Type
"DatetimeIndex(['2015-05-01 18:00:00+00:00', '2015-05-02 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2015-05-02,2015-05-03,26.0,30.150002,25.275,27.514582,0.70000005,0.70000005,18.910187,30.42,211.71877,23.3,Storm
"DatetimeIndex(['2015-05-22 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2015-05-23,2015-05-23,51.0,31.3,28.0,29.497915,0.90000004,0.90000004,31.394394,45.0,168.32474,20.4,Storm
"DatetimeIndex(['2015-07-17 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2015-07-18,2015-07-18,63.0,26.65,25.6,26.156248,55.09999,55.09999,24.248613,37.8,193.06369,5.59,Landslide
"DatetimeIndex(['2016-05-20 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2016-05-21,2016-05-21,65.0,27.45,25.5,26.208334,43.999996,43.999996,56.06068,89.27999,171.99219,4.71,Storm
"DatetimeIndex(['2016-05-12 18:00:00+00:00', '2016-05-13 18:00:00+00:00',
               '2016-05-14 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2016-05-13,2016-05-15,34.333332,31.416666,27.9,29.402777,0.5,0.5,21.10687,33.84,200.028,21.720001,Storm
"DatetimeIndex(['2016-07-18 18:00:00+00:00', '2016-07-19 18:00:00+00:00',
               '2016-07-20 18:00:00+00:00', '2016-07-21 18:00:00+00:00',
               '2016-07-22 18:00:00+00:00', '2016-07-23 18:00:00+00:00',
               '2016-07-24 18:00:00+00:00', '2016-07-25 18:00:00+00:00',
               '2016-07-26 18:00:00+00:00', '2016-07-27 18:00:00+00:00',
               '2016-07-28 18:00:00+00:00', '2016-07-29 18:00:00+00:00',
               '2016-07-30 18:00:00+00:00', '2016-07-31 18:00:00+00:00',
               '2016-08-01 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2016-07-19,2016-08-02,58.066666,29.273335,25.606668,27.145973,9.240001,9.240001,21.223894,32.16,179.37279,15.491334,Flood
"DatetimeIndex(['2017-06-11 18:00:00+00:00', '2017-06-12 18:00:00+00:00',
               '2017-06-13 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2017-06-12,2017-06-14,63.666668,28.433334,25.283335,26.516668,86.533325,86.533325,33.50684,66.72,184.172,6.626667,Landslide
"DatetimeIndex(['2017-04-30 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2017-05-01,2017-05-01,1.0,32.15,23.8,27.322916,0.0,0.0,18.532133,38.88,193.65242,27.13,Storm
"DatetimeIndex(['2017-03-27 18:00:00+00:00', '2017-03-28 18:00:00+00:00',
               '2017-03-29 18:00:00+00:00', '2017-03-30 18:00:00+00:00',
               '2017-03-31 18:00:00+00:00', '2017-04-01 18:00:00+00:00',
               '2017-04-02 18:00:00+00:00', '2017-04-03 18:00:00+00:00',
               '2017-04-04 18:00:00+00:00', '2017-04-05 18:00:00+00:00',
               '2017-04-06 18:00:00+00:00', '2017-04-07 18:00:00+00:00',
               '2017-04-08 18:00:00+00:00', '2017-04-09 18:00:00+00:00',
               '2017-04-10 18:00:00+00:00', '2017-04-11 18:00:00+00:00',
               '2017-04-12 18:00:00+00:00', '2017-04-13 18:00:00+00:00',
               '2017-04-14 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2017-03-28,2017-04-15,42.894737,30.481583,23.760525,26.90011,2.1736841,2.1736841,21.503931,43.99579,204.73277,21.961054,Flood
"DatetimeIndex(['2017-05-29 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2017-05-30,2017-05-30,65.0,27.1,24.7,25.9625,106.799995,106.799995,49.16208,91.799995,300.72946,2.76,Storm
"DatetimeIndex(['2017-11-02 18:00:00+00:00', '2017-11-03 18:00:00+00:00',
               '2017-11-04 18:00:00+00:00', '2017-11-05 18:00:00+00:00',
               '2017-11-06 18:00:00+00:00', '2017-11-07 18:00:00+00:00',
               '2017-11-08 18:00:00+00:00', '2017-11-09 18:00:00+00:00',
               '2017-11-10 18:00:00+00:00', '2017-11-11 18:00:00+00:00',
               '2017-11-12 18:00:00+00:00', '2017-11-13 18:00:00+00:00',
               '2017-11-14 18:00:00+00:00', '2017-11-15 18:00:00+00:00',
               '2017-11-16 18:00:00+00:00', '2017-11-17 18:00:00+00:00',
               '2017-11-18 18:00:00+00:00', '2017-11-19 18:00:00+00:00',
               '2017-11-20 18:00:00+00:00', '2017-11-21 18:00:00+00:00',
               '2017-11-22 18:00:00+00:00', '2017-11-23 18:00:00+00:00',
               '2017-11-24 18:00:00+00:00', '2017-11-25 18:00:00+00:00',
               '2017-11-26 18:00:00+00:00', '2017-11-27 18:00:00+00:00',
               '2017-11-28 18:00:00+00:00', '2017-11-29 18:00:00+00:00',
               '2017-11-30 18:00:00+00:00', '2017-12-01 18:00:00+00:00',
               '2017-12-02 18:00:00+00:00', '2017-12-03 18:00:00+00:00',
               '2017-12-04 18:00:00+00:00', '2017-12-05 18:00:00+00:00',
               '2017-12-06 18:00:00+00:00', '2017-12-07 18:00:00+00:00',
               '2017-12-08 18:00:00+00:00', '2017-12-09 18:00:00+00:00',
               '2017-12-10 18:00:00+00:00', '2017-12-11 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2017-11-03,2017-12-12,19.175,27.9375,19.24375,22.998646,1.3625,1.3625,10.90711,22.059,223.78525,14.82475,Epidemic
"DatetimeIndex(['2017-08-09 18:00:00+00:00', '2017-08-10 18:00:00+00:00',
               '2017-08-11 18:00:00+00:00', '2017-08-12 18:00:00+00:00',
               '2017-08-13 18:00:00+00:00', '2017-08-14 18:00:00+00:00',
               '2017-08-15 18:00:00+00:00', '2017-08-16 18:00:00+00:00',
               '2017-08-17 18:00:00+00:00', '2017-08-18 18:00:00+00:00',
               '2017-08-19 18:00:00+00:00', '2017-08-20 18:00:00+00:00',
               '2017-08-21 18:00:00+00:00', '2017-08-22 18:00:00+00:00',
               '2017-08-23 18:00:00+00:00', '2017-08-24 18:00:00+00:00',
               '2017-08-25 18:00:00+00:00', '2017-08-26 18:00:00+00:00',
               '2017-08-27 18:00:00+00:00', '2017-08-28 18:00:00+00:00',
               '2017-08-29 18:00:00+00:00', '2017-08-30 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2017-08-10,2017-08-31,60.272728,29.400002,24.849998,26.808998,14.018183,14.018183,17.181047,35.214542,163.45486,13.44591,Flood
"DatetimeIndex(['2018-06-04 18:00:00+00:00', '2018-06-05 18:00:00+00:00',
               '2018-06-06 18:00:00+00:00', '2018-06-07 18:00:00+00:00',
               '2018-06-08 18:00:00+00:00', '2018-06-09 18:00:00+00:00',
               '2018-06-10 18:00:00+00:00', '2018-06-11 18:00:00+00:00',
               '2018-06-12 18:00:00+00:00', '2018-06-13 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2018-06-05,2018-06-14,63.8,29.61,25.495,27.431873,58.18,58.18,19.93331,39.78,152.3208,11.289999,Flood
"DatetimeIndex(['2018-04-28 18:00:00+00:00', '2018-04-29 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2018-04-29,2018-04-30,54.0,31.95,24.474998,27.073961,2.5,2.5,19.911598,41.58,177.94699,17.150002,Storm
"DatetimeIndex(['2017-12-31 18:00:00+00:00', '2018-01-01 18:00:00+00:00',
               '2018-01-02 18:00:00+00:00', '2018-01-03 18:00:00+00:00',
               '2018-01-04 18:00:00+00:00', '2018-01-05 18:00:00+00:00',
               '2018-01-06 18:00:00+00:00', '2018-01-07 18:00:00+00:00',
               '2018-01-08 18:00:00+00:00', '2018-01-09 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2018-01-01,2018-01-10,16.9,22.71,13.875,17.7675,1.2299999,1.2299999,11.23049,24.336,303.38855,13.723,Extreme temperature 
"DatetimeIndex(['2018-05-19 18:00:00+00:00', '2018-05-20 18:00:00+00:00',
               '2018-05-21 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2018-05-20,2018-05-22,59.0,29.683334,23.916666,26.639582,8.8,8.8,16.221952,37.679996,166.8745,15.71,Flood
"DatetimeIndex(['2019-03-30 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2019-03-31,2019-03-31,61.0,30.65,23.95,26.847916,2.8,2.8,20.188908,41.039997,178.6155,17.74,Storm
"DatetimeIndex(['2019-07-01 18:00:00+00:00', '2019-07-02 18:00:00+00:00',
               '2019-07-03 18:00:00+00:00', '2019-07-04 18:00:00+00:00',
               '2019-07-05 18:00:00+00:00', '2019-07-06 18:00:00+00:00',
               '2019-07-07 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2019-07-02,2019-07-08,61.857143,28.821428,25.492857,26.879763,40.8,40.8,27.310246,52.354282,168.236,11.83,Landslide
"DatetimeIndex(['2019-05-03 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2019-05-04,2019-05-04,63.0,30.95,25.95,27.895838,21.900002,21.900002,32.209442,79.2,185.17484,13.19,Storm
"DatetimeIndex(['2019-11-08 18:00:00+00:00', '2019-11-09 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2019-11-09,2019-11-10,64.0,27.75,23.7,25.013542,32.3,32.3,20.57108,50.399998,126.76021,7.895,Storm
"DatetimeIndex(['2020-06-14 18:00:00+00:00', '2020-06-15 18:00:00+00:00',
               '2020-06-16 18:00:00+00:00', '2020-06-17 18:00:00+00:00',
               '2020-06-18 18:00:00+00:00', '2020-06-19 18:00:00+00:00',
               '2020-06-20 18:00:00+00:00', '2020-06-21 18:00:00+00:00',
               '2020-06-22 18:00:00+00:00', '2020-06-23 18:00:00+00:00',
               ...
               '2020-09-20 18:00:00+00:00', '2020-09-21 18:00:00+00:00',
               '2020-09-22 18:00:00+00:00', '2020-09-23 18:00:00+00:00',
               '2020-09-24 18:00:00+00:00', '2020-09-25 18:00:00+00:00',
               '2020-09-26 18:00:00+00:00', '2020-09-27 18:00:00+00:00',
               '2020-09-28 18:00:00+00:00', '2020-09-29 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', length=108, freq='D')",2020-06-15,2020-09-30,58.61111,29.86111,25.522684,27.36009,13.337964,13.337964,17.813362,36.506668,171.7444,15.085557,Flood
"DatetimeIndex(['2020-05-19 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2020-05-20,2020-05-20,53.0,33.5,25.8,28.827085,3.7999997,3.7999997,33.043606,73.439995,137.69788,18.24,Storm
"DatetimeIndex(['2021-07-26 18:00:00+00:00', '2021-07-27 18:00:00+00:00',
               '2021-07-28 18:00:00+00:00', '2021-07-29 18:00:00+00:00',
               '2021-07-30 18:00:00+00:00', '2021-07-31 18:00:00+00:00',
               '2021-08-01 18:00:00+00:00', '2021-08-02 18:00:00+00:00'],
              dtype='datetime64[ns, UTC]', freq='D')",2021-07-27,2021-08-03,63.25,28.09375,24.89375,26.354427,51.587498,51.587498,21.650536,42.39,165.72902,9.751249,Flood
"DatetimeIndex(['2021-05-26 18:00:00+00:00'], dtype='datetime64[ns, UTC]', freq='D')",2021-05-27,2021-05-27,51.0,34.95,27.3,30.141665,0.5,0.5,26.987997,56.16,162.04994,20.69,Storm
